source_file,case_name,court,year,courtlistener_cluster_id,courtlistener_url,database_sources,source_text_status,sha256_lf
10662447_2025_Fisher v. Valley Stream Central High School District_nyed,,,,10662447,https://www.courtlistener.com/api/rest/v4/clusters/10662447/,RA; claims; csv,,
10662959_2025_Jeffcoat v. Brookings Housing _ Redevelopment Commission_sdd,Estela Elizabeth Jeffcoat v. Brookings Housing & Redevelopment Commission,D.S.D.,2025,10662959,https://www.courtlistener.com/api/rest/v4/clusters/10662959/,RA; claims; csv; phase1_patch,,
"10663021_2025_MBSC Property South LLC v. Myrtle Beach South Carolina, The City of_scd","MBSC Property South, LLC v. The City of Myrtle Beach, South Carolina",D.S.C.,2025,10663021,https://www.courtlistener.com/api/rest/v4/clusters/10663021/,RA; 3604; claims; csv,,
10663547_2025_Sayed v. Oklahoma City Housing Authority_okwd,Mohamed Shahid Sayed v. Oklahoma City Housing Authority,W.D. Okla.,2025,10663547,https://www.courtlistener.com/api/rest/v4/clusters/10663547/,RA; claims; csv; phase1_patch,,
10663673_2025_Iskander v. A Place at the Beach IV Home Owner's Association_scd,Yvette Iskander v. A Place at the Beach IV Home Owner's Association,D.S.C.,2025,10663673,https://www.courtlistener.com/api/rest/v4/clusters/10663673/,RA; claims; csv; phase1_patch,on file with author,4a52ddc949d0f77f076ca064046c83449c4e148ac4cdb5ebd410a1053ed0b0d1
10663749_2025_Lester v. Hotel Alder_ord,,,,10663749,https://www.courtlistener.com/api/rest/v4/clusters/10663749/,RA; claims; csv,,
10664368_2025_Chhang v. West Coast USA Properties LLC_caed,"Pharilyn Chhang v. West Coast USA Properties LLC, et al.",E.D. Cal.,2025,10664368,https://www.courtlistener.com/api/rest/v4/clusters/10664368/,RA; 3604; claims; csv,,
"10665041_2025_Singletary v. City of Toledo, Ohio_ohnd",Singletary v. City of Toledo,N.D. Ohio,2025,10665041,https://www.courtlistener.com/api/rest/v4/clusters/10665041/,RA; 3604; claims; csv,,
10665096_2025_Mendy v. Larson_wawd,Sang W. Mendy v. Tracy L. Larson et al.,W.D. Wash.,2025,10665096,https://www.courtlistener.com/api/rest/v4/clusters/10665096/,RA; 3604; claims; csv,,
10665741_2025_Marlor v. The Housing Company_idd,Gregory R. Marlor v. The Housing Company,D. Idaho,2025,10665741,https://www.courtlistener.com/api/rest/v4/clusters/10665741/,3604; claims; csv,,
10665865_2025_Lippert v. Commissioner of Social Security_ohnd,,,,10665865,https://www.courtlistener.com/api/rest/v4/clusters/10665865/,RA; claims; csv,,
"10665957_2025_Hobbs, Sr v. Goncharko_ilnd","Steven E. Hobbs, Sr. v. Igor Goncharko, et al.",N.D. Ill.,2025,10665957,https://www.courtlistener.com/api/rest/v4/clusters/10665957/,RA; 3604; claims; csv,on file with author,2e1421e8181719916c8170486d13df45db1405f6daeb76a7aa957e2d8c0ffaf7
"10665985_2025_Heron v. Gunjan Keida CEO of US Bank Trust, N.A._nyed","Marcia Veronica Heron et al v. Gunjan Keida CEO of US Bank Trust, N.A. et al",E.D.N.Y.,2025,10665985,https://www.courtlistener.com/api/rest/v4/clusters/10665985/,RA; 3604; claims; csv; phase1_patch,,
10666542_2025_Legge v. Clarke County Zoning Department_vawd,Brian K. Legge v. Clarke County Zoning Department et al.,W.D. Va.,2025,10666542,https://www.courtlistener.com/api/rest/v4/clusters/10666542/,RA; 3604; claims; csv,on file with author,82d4cdf622b62af4bb9c7331b070ec176a8f6e2fefdc4de2f38e134ecd6f2b3e
10666579_2025_Watkins v. Chau_mad,Watkins v. Chau,D. Mass.,2025,10666579,https://www.courtlistener.com/api/rest/v4/clusters/10666579/,RA; 3604; claims; csv,,
10666591_2025_Watkins v. Chau_mad,Watkins v. Chau,D. Mass.,2025,10666591,https://www.courtlistener.com/api/rest/v4/clusters/10666591/,RA; 3604; claims; csv,on file with author,23ae0ec603bac98db4c27683c07bb64387c4bc02aa402706b95aeb9fbd1ecc65
10667207_2025_Jennings v. Campbell_scd,Jennings v. Campbell,D.S.C.,2025,10667207,https://www.courtlistener.com/api/rest/v4/clusters/10667207/,RA; claims; csv,on file with author,8ca72d7ff5d39d121b873a883fa1d5fa42562057920b99ccc273955318ad9b9b
10667244_2025_CASTRO v. LANCASTER LOFT_insd,"Ruth Castro v. Lancaster Loft, et al.",S.D. Ind.,2025,10667244,https://www.courtlistener.com/api/rest/v4/clusters/10667244/,RA; 3604; claims; csv,,
"10667251_2025_Watkins, Lateesha v. Fond du Lac District Attorney Office_wiwd",Watkins v. Fond du Lac District Attorney Office,W.D. Wis.,2025,10667251,https://www.courtlistener.com/api/rest/v4/clusters/10667251/,RA; 3604; claims; csv,on file with author,1214e86b1225a5daa4c8bb70052535fda64d99f89f499a7d5e6ae23b5ecaf950
10667287_2025_Belton v. Regions Bank NA_lamd,"Will J. Belton v. Regions Bank NA, et al.",M.D. La.,2025,10667287,https://www.courtlistener.com/api/rest/v4/clusters/10667287/,RA; claims; csv,on file with author,9f277eeee6e1a8d966ce39a5de2f4f7859672c09cfd5cc5fc7ba6543295ed6c8
10667292_2025_Lightner v. Inlivian_ncwd,,,,10667292,https://www.courtlistener.com/api/rest/v4/clusters/10667292/,RA; claims; csv,,
10667652_2025_Roldan v. Bronx Pro Realty_nysd,"Roldan v. Bronx Pro Realty, et al.",S.D.N.Y.,2025,10667652,https://www.courtlistener.com/api/rest/v4/clusters/10667652/,RA; claims; csv; phase1_patch,,
10668166_2025_Gonzalez v. 2009 Houston Scott Street LP_txsd,"Lillian Gonzalez v. 2009 Houston Scott Street LP d/b/a Austin Development Lots, et al.",S.D. Tex.,2025,10668166,https://www.courtlistener.com/api/rest/v4/clusters/10668166/,RA; claims; csv; phase2_extraction,,
10669050_2025_Jose R. Solano v. PHH Mortgage Company_cacd,Jose R. Solano v. PHH Mortgage Corporation,C.D. Cal.,2025,10669050,https://www.courtlistener.com/api/rest/v4/clusters/10669050/,RA; 3604; claims; csv,on file with author,f147e111c3018cf19fe41b8bb99b20eaa05410c0ba080364cd9193e3e799fc91
"10669543_2025_Poindexter v. Haskell, Town of_oked","Cheryl Poindexter v. The Town of Haskell, Steve Arrowood, The Arrowood Family Revocable Trust, Tamera Laverne Arrowood, Jessica Parks, Unknown Occupants",E.D. Okla.,2025,10669543,https://www.courtlistener.com/api/rest/v4/clusters/10669543/,RA; 3604; claims; csv,,
"10669562_2025_Smith v. New Neighborhoods, Inc._ctd","Charnina Smith v. New Neighborhoods, Inc. and Downtown West Gate Apartments, L.P.",D. Conn.,2025,10669562,https://www.courtlistener.com/api/rest/v4/clusters/10669562/,RA; 3604; claims; csv,,
10669569_2025_Heimkes v. Fairhope Motorcoach Resort Condominium Owners Ass'n_alsd,Heimkes v. Fairhope Motorcoach Resort Condominium Owners Association,S.D. Ala.,2025,10669569,https://www.courtlistener.com/api/rest/v4/clusters/10669569/,RA; claims; csv,,
10669742_2025_Vann-El v. United States District Court for the District of Kansas_ksd,,,,10669742,https://www.courtlistener.com/api/rest/v4/clusters/10669742/,RA; claims; csv,,
10670447_2025_Olley v. TodmanThe clerks office is ORDERED to not accept any further filings in this matter until the motions to dismiss are ruled on.._txsd,"Jeff Olley, et al. v. Adrianne S. Todman, et al.",S.D. Tex.,2025,10670447,https://www.courtlistener.com/api/rest/v4/clusters/10670447/,RA; claims; csv; phase1_patch,on file with author,1e812156d8dcf829543e0725fcaedf6d4f1cab6704efceeab574655150654daf
10670497_2025_Rudolph v. Harrison Metropolitan Housing Authority_ohsd,Isis Rudolph v. Harrison Metropolitan Housing Authority,S.D. Ohio,2025,10670497,https://www.courtlistener.com/api/rest/v4/clusters/10670497/,RA; claims; csv,,
"10671080_2025_Jacobson v. AH Gresham Park, LLC_ord","James E. Jacobson, Jr. v. AH Gresham Park, LLC",D. Or.,2025,10671080,https://www.courtlistener.com/api/rest/v4/clusters/10671080/,RA; claims; csv; phase1_patch,,
10671114_2025_Hunter-Bey v. Miller_ohnd,"Isaiah Hunter-Bey v. Allen Miller, et al.",N.D. Ohio,2025,10671114,https://www.courtlistener.com/api/rest/v4/clusters/10671114/,RA; claims; csv; phase1_patch; phase2_extraction,,
10671333_2025_AGiza v. Bexar County_txwd,"Dalila Agiza v. Bexar County, et al.",W.D. Tex.,2025,10671333,https://www.courtlistener.com/api/rest/v4/clusters/10671333/,RA; claims; csv; phase1_patch; phase2_extraction,on file with author,1d7cc42f45736331be12498e22b5d2ae812c8edfe8513df728d874229e3b344c
10671356_2025_Nair v. Leal_nvd,,,,10671356,https://www.courtlistener.com/api/rest/v4/clusters/10671356/,RA; claims; csv,,
10672101_2025_Prendergast v. Wode Cooper Companies Atcheson Place Lofts_ohsd,"Carla Prendergast v. Woda Cooper Companies Atcheson Place Lofts, et al.",S.D. Ohio,2025,10672101,https://www.courtlistener.com/api/rest/v4/clusters/10672101/,RA; 3604; claims; csv; phase1_patch,on file with author,e322eb08e29362bc502ec09a0f78a0303120827fd07d4055b7362092a7e229c3
10672251_2025_Daniel Frishberg v. University of South Florida Board of Trustees_ca11,Daniel A. Frishberg v. University of South Florida Board of Trustees,11th Cir.,2025,10672251,https://www.courtlistener.com/api/rest/v4/clusters/10672251/,RA; claims; csv,on file with author,0ee5161c3b3e714f43f9e984ed4e14ffc30d4966f0511a09bba3b677a0f2450f
10672688_2025_Simmons v. Woo_hid,"Kelvin Simmons v. Jason Woo, Esq., et al.",D. Haw.,2025,10672688,https://www.courtlistener.com/api/rest/v4/clusters/10672688/,RA; claims; csv,,
10672737_2025_Garcia v. Dove_scd,,,,10672737,https://www.courtlistener.com/api/rest/v4/clusters/10672737/,RA; claims; csv,,
10672794_2025_Collins v. Team Management LLC_wied,"Shawanda V. Collins v. Team Management LLC, et al.",E.D. Wis.,2025,10672794,https://www.courtlistener.com/api/rest/v4/clusters/10672794/,RA; 3604; claims; csv,,
10674092_2025_Peters v. Caton Towers Owners Corp._nyed,Jacqueline Peters v. Caton Towers Owners Corp.,E.D.N.Y.,2025,10674092,https://www.courtlistener.com/api/rest/v4/clusters/10674092/,RA; claims; csv,,
10674429_2025_Jackson v. S2 Residential_ca5,Anthony Jackson v. S2 Residential,5th Cir.,2025,10674429,https://www.courtlistener.com/api/rest/v4/clusters/10674429/,RA; claims; csv; phase2_extraction,,
"10674633_2025_Ortiguerra v. Grand Isle Shipyard, LLC_laed","Victor Cagara Ortiguerra et al. v. Grand Isle Shipyard, LLC et al.",E.D. La.,2025,10674633,https://www.courtlistener.com/api/rest/v4/clusters/10674633/,RA; claims; csv; phase1_patch,,
"10674694_2025_PLACE OF GRACE, INC. v. STATE OF INDIANA_insd","Place of Grace, Inc. v. State of Indiana",S.D. Ind.,2025,10674694,https://www.courtlistener.com/api/rest/v4/clusters/10674694/,3604; claims; csv,on file with author,f3a17c958a5137062ebe43fda0f1c95d8640b1666eef7273b93793f38aa75f31
10674945_2025_Fuller v. Christine Apartments LLC_wawd,Fuller v. Christine Apartments LLC,W.D. Wash.,2025,10674945,https://www.courtlistener.com/api/rest/v4/clusters/10674945/,RA; 3604; claims; csv; phase1_patch,,
10674949_2025_Woodard v. State of Missouri_moed,Woodard v. State of Missouri,E.D. Mo.,2025,10674949,https://www.courtlistener.com/api/rest/v4/clusters/10674949/,RA; claims; csv; phase1_patch,,
10675260_2025_Gadson v. Riverbay Corporation_nysd,Gregory Austin Gadson v. Riverbay Corporation,S.D.N.Y.,2025,10675260,https://www.courtlistener.com/api/rest/v4/clusters/10675260/,RA; 3604; claims; csv,,
"10676049_2025_Jacobs v. Twin Cities Development Association, Inc._ned",,,,10676049,https://www.courtlistener.com/api/rest/v4/clusters/10676049/,RA; claims; csv,,
10676383_2025_Michel-Wiggins v. U.S. Housing and Urban Development_dcd,"Mirlande Dina Michel-Wiggins v. Department of Housing and Urban Development, et al.",D.D.C.,2025,10676383,https://www.courtlistener.com/api/rest/v4/clusters/10676383/,RA; claims; csv,on file with author,15713bc8a08640c9da8709fd60fe1498c06cd9851f5777324b1dded32fcf9897
"10676451_2025_Sita v. Airbnb, Inc._vtd","Keren Sita v. Airbnb, Inc.",D. Vt.,2025,10676451,https://www.courtlistener.com/api/rest/v4/clusters/10676451/,RA; claims; csv; phase1_patch,,
10676632_2025_Williams v. Navy Federal Credit Union_vaed,Latarsha Williams v. Navy Federal Credit Union,E.D. Va.,2025,10676632,https://www.courtlistener.com/api/rest/v4/clusters/10676632/,RA; claims; csv; phase1_patch,on file with author,d46b30110dcd2d3fc47cea1e92b60cd5c3a72c8a8b61e0e8b03e8dcaf039a787
10677224_2025_Meyer v. Ten Mile Island Condominium Association_cod,Scott Meyer v. Ten Mile Island Condominium Association,D. Colo.,2025,10677224,https://www.courtlistener.com/api/rest/v4/clusters/10677224/,RA; claims; csv; phase1_patch,,
10677709_2025_RNC v. Jocelyn Benson_ca6,,,,10677709,https://www.courtlistener.com/api/rest/v4/clusters/10677709/,RA; claims; csv,,
10678137_2025_Ogando v. Napolitano_nyed,"Luis E. Ogando v. John J. Napolitano, Esq.",E.D.N.Y.,2025,10678137,https://www.courtlistener.com/api/rest/v4/clusters/10678137/,RA; 3604; claims; csv,on file with author,c11f9b23e11f361ab528b5cee28376cd0c49e382507f2bdc3439ae88811735b9
10678258_2025_Burley v. Chapman_nynd,McKay Burley and Tyson Thomas v. Charles J. Chapman,N.D.N.Y.,2025,10678258,https://www.courtlistener.com/api/rest/v4/clusters/10678258/,RA; 3604; claims; csv,,
"10679085_2025_T_R Properties, Inc v. Berlin Township_ohsd","T&R Properties, Inc. v. Berlin Township",S.D. Ohio,2025,10679085,https://www.courtlistener.com/api/rest/v4/clusters/10679085/,RA; claims; csv; phase1_patch,,
10679704_2025_Walker v. U.S. Department of Agriculture Rural Development_dcd,Angie Walker v. U.S. Department of Agriculture Rural Development,D.D.C.,2025,10679704,https://www.courtlistener.com/api/rest/v4/clusters/10679704/,RA; claims; csv,on file with author,8f8cfc6515e2d9a830eace02057f0b351487b26c7e14f8b90d1ccd3050587641
10681352_2025_Johnson v. Simonson_ord,Larry Johnson v. Lisa Simonson and Kelly Paine,D. Or.,2025,10681352,https://www.courtlistener.com/api/rest/v4/clusters/10681352/,RA; 3604; claims; csv,,
"10681371_2025_Burnett v. Rutledge Flats, LLC_tnmd","Amy Burnett v. Rutledge Flats, LLC, et al.",M.D. Tenn.,2025,10681371,https://www.courtlistener.com/api/rest/v4/clusters/10681371/,RA; 3604; claims; csv,,
"10681476_2025_EZEKWO v. FAY SERVICING, LLC_njd","Ezekwo v. Fay Servicing, LLC",D.N.J.,2025,10681476,https://www.courtlistener.com/api/rest/v4/clusters/10681476/,RA; claims; csv,,
10682658_2025_Koger v. Usoroh_pawb,In re: Todd Elliott Koger; Elliott-Todd Parker Koger v. Isaac Usoroh,Bankr. W.D. Pa.,2025,10682658,https://www.courtlistener.com/api/rest/v4/clusters/10682658/,p3ext_20260703,on file with author,d96d76154c682646fdfc0eebc7f7eee322d6a0c86ed4f8f81d2b6ddf74fab3cf
10682741_2025_Neptune v. Cobble Ridge Homeowner Association_nced,"Frantz Neptune v. Cobble Ridge Homeowners Association, Inc.",E.D.N.C.,2025,10682741,https://www.courtlistener.com/api/rest/v4/clusters/10682741/,RA; claims; csv; phase1_patch,on file with author,a0649c6cd60fe01099fa1a7229572b448e7a799a1f13fa9137afa330187c62ff
10682794_2025_KAPINGA v. TERRACE POND LLC_med,"Kapinga v. Terrace Pond, LLC",D. Me.,2025,10682794,https://www.courtlistener.com/api/rest/v4/clusters/10682794/,p3ext_20260703,,
10682848_2025_Chimney v. Deutsch Bank National Trust_txed,"Alvin O. Chimney, Jr. v. Deutsch Bank National Trust et al.",E.D. Tex.,2025,10682848,https://www.courtlistener.com/api/rest/v4/clusters/10682848/,RA; claims; csv; phase1_patch,on file with author,f16b43842bd7cdb657f3b4918f2836d8aec7c0e9dbb4cfbab6b64b1870ce4b43
"10687558_2025_Northmarq Finance, LLC v. Fidelity National Title Insurance Company_cod",,,,10687558,https://www.courtlistener.com/api/rest/v4/clusters/10687558/,RA; claims; csv,,
"10687804_2025_Be the Bush Recovery Ministries v. Coffee Cnty., Tenn._ca6","Be the Bush Recovery Ministries v. Coffee County, Tennessee",6th Cir.,2025,10687804,https://www.courtlistener.com/api/rest/v4/clusters/10687804/,RA; 3604; claims; csv,,
10688073_2025_Webster v. Fairway Management Inc_oknd,"Stephany Webster v. Fairway Management, Inc., Walnut Park Manor, L.P., JES Holdings, LLC",N.D. Okla.,2025,10688073,https://www.courtlistener.com/api/rest/v4/clusters/10688073/,RA; 3604; claims; csv; phase1_patch,,
10688150_2025_Henderson v. Wright_ohnd,"Barry Henderson v. Tiffany Wright, et al.",N.D. Ohio,2025,10688150,https://www.courtlistener.com/api/rest/v4/clusters/10688150/,RA; claims; csv; phase1_patch,,
10688155_2025_Estes v. University Of Cincinnati_ohsd,,,,10688155,https://www.courtlistener.com/api/rest/v4/clusters/10688155/,RA; claims; csv,,
10688173_2025_Armour v. Gold_mdd,"Rebecca Armour, et al. v. Jeremy Gold, et al.",D. Md.,2025,10688173,https://www.courtlistener.com/api/rest/v4/clusters/10688173/,RA; 3604; claims; csv; phase1_patch,on file with author,433e9a8b8192c93a462707cc469d156c1bfa8a29e2f74541151ea49452ef6623
10688283_2025_Trauscht v. Villa Lafayette Associates Incorporated_azd,Ryan Trauscht v. Villa Lafayette Associates Incorporated,D. Ariz.,2025,10688283,https://www.courtlistener.com/api/rest/v4/clusters/10688283/,RA; claims; csv,,
"10690584_2025_Cole v. Timberbrook Realty, LLC_ilcd",,,,10690584,https://www.courtlistener.com/api/rest/v4/clusters/10690584/,RA; claims; csv,,
10690845_2025_Gokhberg v. 200 Corbin Owners Corp._nyed,Gokhberg v. 200 Corbin Owners Corp.,E.D.N.Y.,2025,10690845,https://www.courtlistener.com/api/rest/v4/clusters/10690845/,RA; claims; csv,on file with author,9f19b8ec9c53466bb5a4dede8b040f25f3d648246c62b67615c50ee9d7851f96
10690995_2025_Davis v. Burlington Capital Management_ohsd,"Monique Davis v. Post Woods Townhomes, LLC, et al.",S.D. Ohio,2025,10690995,https://www.courtlistener.com/api/rest/v4/clusters/10690995/,RA; claims; csv,,
"10691139_2025_Murphy v. Villages at Noah's Landing, LTD_flmd","Murphy v. Villages at Noah's Landing, Ltd.",M.D. Fla.,2025,10691139,https://www.courtlistener.com/api/rest/v4/clusters/10691139/,RA; 3604; claims; csv,on file with author,47f6d00dbdc5c87f7fa7202fce96d5a678ac6a1712410468b71fe701b0727cec
10691150_2025_Crawford v. Milner_wawd,Pamela Crawford v. Douglas M. Milner et al.,W.D. Wash.,2025,10691150,https://www.courtlistener.com/api/rest/v4/clusters/10691150/,RA; 3604; claims; csv,on file with author,889cc110e40079abeda35b3979122f2ec722b779be8e7c69bd676eb91b6d8843
"10691161_2025_Ochoa v. D.R. Horton, Inc._txwd","Maria Elena Ochoa, Shaina Ricks, Mary Ricks, and Fair Housing Council of South Texas v. D.R. Horton, Inc., and Continental Homes of Texas, L.P.",W.D. Tex.,2025,10691161,https://www.courtlistener.com/api/rest/v4/clusters/10691161/,RA; 3604; claims; csv,,
"10691174_2025_Miami Valley Fair Housing Center, Inc. v. Paradise Residency, LLC_ohsd","Miami Valley Fair Housing Center, Inc. v. Paradise Residency, LLC",S.D. Ohio,2025,10691174,https://www.courtlistener.com/api/rest/v4/clusters/10691174/,RA; claims; csv; phase1_patch,on file with author,8b26c302d170d9972a21cf228db357798c31db4c9e36fe39a7e376330a3b410d
10691311_2025_(PS) Faruki v. Housing Authority for the County of Sacramento_caed,Mekal Faruki v. Housing Authority for the County of Sacramento,E.D. Cal.,2025,10691311,https://www.courtlistener.com/api/rest/v4/clusters/10691311/,RA; 3604; claims; csv,on file with author,9a6797e334d99d5fc212d90fe22be7081b4dc2201f5f3299af1875af77e8b244
10691671_2025_Crawford v. Oguleye_alnd,"Demetrius L Crawford v. Bosede Oguleye, et al.",N.D. Ala.,2025,10691671,https://www.courtlistener.com/api/rest/v4/clusters/10691671/,RA; claims; csv; phase2_extraction,,
